crossword_form,length,lemma,pos,date,formation,definition,url
TRADINGPEOPLED,14,trading-peopled,adjective,1727,compound,Inhabited by people engaged in trade or commerce.,http://www.oed.com/dictionary/trading-peopled_adj
TRANSFISTICATE,14,transfisticate,verb,1600,borrowing,To strike or smash with the fist.,http://www.oed.com/dictionary/transfisticate_v
VIRTUOSOMASTIX,14,virtuoso-mastix,noun,1671,compound,A person who is hostile to scholars. Cf…,http://www.oed.com/dictionary/virtuoso-mastix_n
ZENOCRATICALLY,14,Zenocratically,adverb,1588,borrowing,With the power or authority of Zeus (Jupiter in…,http://www.oed.com/dictionary/zenocratically_adv
ANTIBARTHOLOMEW,15,anti-Bartholomew,noun,1864,derivative,A massacre regarded as constituting a counterpart…,http://www.oed.com/dictionary/anti-bartholomew_n
ANTIPENTAGONIST,15,anti-pent-agonist,noun,1642,derivative,Each of five individuals holding an opposing view…,http://www.oed.com/dictionary/anti-pent-agonist_n
COMMONSENSEODOX,15,common-sense-o-dox,adjective,1866,derivative,In accordance with the principles of common…,http://www.oed.com/dictionary/common-sense-o-dox_adj
DEMOCRATIFIABLE,15,democratifiable,adjective,1812,derivative,Capable of being persuaded to advocate or support…,http://www.oed.com/dictionary/democratifiable_adj
DISOBEDIENTIARY,15,disobedientiary,"adjective, noun",1537,derivative,"= disobedient, n.",http://www.oed.com/dictionary/disobedientiary_adj
DISOBSTETRICATE,15,disobstetricate,verb,1652,derivative,transitive. To reverse the office of a midwife…,http://www.oed.com/dictionary/disobstetricate_v
EQUISUFFICIENCY,15,equisufficiency,noun,1612,compound,The being equally sufficient.,http://www.oed.com/dictionary/equisufficiency_n
FOOLCUNNINGNESS,15,fool-cunningness,noun,a1834,compound,Apparent cunning that in fact betrays foolishness…,http://www.oed.com/dictionary/fool-cunningness_n
GINGERBREADTRAP,15,gingerbread-trap,noun,1864,compound,(In quot. 1864) a selection of gingerbread cakes…,http://www.oed.com/dictionary/gingerbread-trap_n
GLOSSOMACHICALL,15,glossomachicall,adjective,1597,borrowing,Given to wordy strife.,http://www.oed.com/dictionary/glossomachicall_adj
GONECOONISHNESS,15,gone coonishness,noun,1890,derivative,"= gone cooniness, n.",http://www.oed.com/dictionary/gone-coonishness_n
GOVERNESSTONGUE,15,governess-tongue,noun,1892,compound,Language as taught by a governess; standard…,http://www.oed.com/dictionary/governess-tongue_n
GRANDJUNCTIONER,15,grand-junctioner,noun,1860,compound,(Perhaps) a director of the ‘Grand Junction’ railway.,http://www.oed.com/dictionary/grand-junctioner_n
HIPPOMANIACALLY,15,hippomaniacally,adverb,1876,compound,In a manner reminiscent of a mad horse…,http://www.oed.com/dictionary/hippomaniacally_adv
INCORPORATIONER,15,incorporationer,noun,1594,derivative,A member of an incorporation.,http://www.oed.com/dictionary/incorporationer_n
INUNDERSTANDING,15,inunderstanding,adjective,1659,derivative,Not understanding; without apprehension.,http://www.oed.com/dictionary/inunderstanding_adj
METAMORPHOSICAL,15,metamorphosical,adjective,1811,derivative,Changeable.,http://www.oed.com/dictionary/metamorphosical_adj
MULTOSCRIBBLING,15,multo-scribbling,adjective,1822,borrowing,Designating a person who writes or ‘scribbles’…,http://www.oed.com/dictionary/multo-scribbling_adj
MYSTERIZINGNESS,15,mysterizingness,noun,1817,derivative,The tendency in a person to make mysteries of things.,http://www.oed.com/dictionary/mysterizingness_n
NEWSPAPERACIOUS,15,newspaperacious,adjective,1843,derivative,Of a form or style associated with newspapers.,http://www.oed.com/dictionary/newspaperacious_adj
NIMBLECOMEQUICK,15,nimblecomequick,adjective,1863,compound,Of rapid growth.,http://www.oed.com/dictionary/nimblecomequick_adj
OMNIVERBIVOROUS,15,omniverbivorous,adjective,1858,,Having a large or inexhaustible appetite for words.,http://www.oed.com/dictionary/omniverbivorous_adj
OWNLITTERLOVING,15,own-litter-loving,adjective,1647,compound,(Perhaps) that has strong feelings of affection…,http://www.oed.com/dictionary/own-litter-loving_adj
PEDDELAPOTECARY,15,peddelapotecary,noun,1561,blend,"Perhaps: an apothecary who peddles medicines, an…",http://www.oed.com/dictionary/peddelapotecary_n
PETRARCHISTICAL,15,Petrarchistical,adjective,1603,proper name,Imitative of Petrarch.,http://www.oed.com/dictionary/petrarchistical_adj
PINGUISUBSTANCE,15,pingui-substance,noun,1621,borrowing,Fatty substance.,http://www.oed.com/dictionary/pingui-substance_n
PIROUETTIVENESS,15,pirouettiveness,noun,1844,derivative,The art or practice of pirouetting.,http://www.oed.com/dictionary/pirouettiveness_n
PNEUMATOMORPHIC,15,pneumatomorphic,adjective,1886,compound,Relating to the attribution of a spiritual form…,http://www.oed.com/dictionary/pneumatomorphic_adj
POLYAFFECTIONED,15,poly-affectioned,adjective,1893,compound,Displaying many affections or emotions.,http://www.oed.com/dictionary/poly-affectioned_adj
POLYPHLOISBOIIC,15,polyphloisboiic,adjective,1863,borrowing,"= polyphloisboian, adj.",http://www.oed.com/dictionary/polyphloisboiic_adj
POLYPRAGMONETIC,15,polypragmonetic,adjective,1693,derivative,"= polypragmatic, adj.",http://www.oed.com/dictionary/polypragmonetic_adj
PREROGATIVESHIP,15,prerogativeship,noun,1645,derivative,With possessive adjective: a mock title of…,http://www.oed.com/dictionary/prerogativeship_n
PRETEREROGATION,15,pretererogation,noun,1617,,Performance beyond or outside what is demanded or…,http://www.oed.com/dictionary/pretererogation_n
PUNKAHWALLAHING,15,punkah-wallahing,noun,1890,compound,The job of a punkah-wallah; the period spent…,http://www.oed.com/dictionary/punkah-wallahing_n
PYRGOPOLINIZING,15,pyrgopolinizing,adjective,1605,proper name,Acting in a manner characteristic of…,http://www.oed.com/dictionary/pyrgopolinizing_adj
REMENTIMUTATION,15,rementimutation,noun,1650,derivative,A second or new change of mind.,http://www.oed.com/dictionary/rementimutation_n
ROUNDABOUTILITY,15,roundaboutility,noun,1863,derivative,"= roundaboutness, n.",http://www.oed.com/dictionary/roundaboutility_n
SCIENTINTICALLY,15,scientintically,adverb,1761,variant,With reference to the scientific study of colour.,http://www.oed.com/dictionary/scientintically_adv
SELFSNATCHATION,15,self-snatchation,noun,1840,derivative,The action of saving oneself from something…,http://www.oed.com/dictionary/self-snatchation_n
SELFSUBSIDATION,15,self-subsidation,noun,1868,derivative,The formation of a pool of metal during smelting.,http://www.oed.com/dictionary/self-subsidation_n
SEXABOLITIONIST,15,sex-abolitionist,noun,1887,compound,A person who seeks to abolish sexual differences…,http://www.oed.com/dictionary/sex-abolitionist_n
SUBTERLAPSARIAN,15,subterlapsarian,adjective,1893,derivative,Of or relating to a view of redemption which…,http://www.oed.com/dictionary/subterlapsarian_adj
SUNSHINESHOWERY,15,sunshine-showery,adjective,1830,compound,(Perhaps) cheerful in the midst of difficult…,http://www.oed.com/dictionary/sunshine-showery_adj
SUPERORDINANCED,15,superordinanced,adjective,1656,derivative,Of a person: that has rejected or refused to…,http://www.oed.com/dictionary/superordinanced_adj
TEATABELLICALLY,15,teatabellically,adverb,1768,,"At the tea-table, in familiar conversation at tea.",http://www.oed.com/dictionary/teatabellically_adv
TECHNICOPHILIST,15,technicophilist,noun,1861,compound,A person who is fond of using technical terms.,http://www.oed.com/dictionary/technicophilist_n
TRAFFICABLENESS,15,trafficableness,noun,1889,derivative,The quality or condition of being tradable…,http://www.oed.com/dictionary/trafficableness_n
TRANSNIHILATION,15,transnihilation,noun,1820,borrowing,Transformation (of nothing) into nothings.,http://www.oed.com/dictionary/transnihilation_n
TRANSPLANTIVELY,15,transplantively,adverb,1606,derivative,In the way of transplantation.,http://www.oed.com/dictionary/transplantively_adv
UNLYCANTHROPIZE,15,unlycanthropize,verb,1660,derivative,transitive. To change (a person who has been…,http://www.oed.com/dictionary/unlycanthropize_v
WALKINGMATCHING,15,walking-matching,noun,1847,compound,Participation in walking matches.,http://www.oed.com/dictionary/walking-matching_n
BLINDBEETLEDNESS,16,blind beetledness,noun,1649,compound,"The quality of being extremely deluded, ignorant…",http://www.oed.com/dictionary/blind-beetledness_n
CHRISTIANOMASTIX,16,Christiano-mastix,noun,1678,,A persecutor of Christians; a person who argues…,http://www.oed.com/dictionary/christiano-mastix_n
COMPRESENTIALITY,16,compresentiality,noun,1686,derivative,The quality of being present together.,http://www.oed.com/dictionary/compresentiality_n
DAILYBREADLINESS,16,daily breadliness,noun,1863,derivative,A feeling of fellowship between people who earn…,http://www.oed.com/dictionary/daily-breadliness_n
DIRECTOEXECUTIVE,16,directo-executive,adjective,1863,compound,Involving or characterized by a combination of…,http://www.oed.com/dictionary/directo-executive_adj
GOSPELMASSMONGER,16,gospel massmonger,noun,a1555,compound,Apparently: a Protestant who attends the mass.,http://www.oed.com/dictionary/gospel-massmonger_n
GOSPELPERDURABLE,16,gospel perdurable,noun,a1425,compound,A ‘gospel of the Holy Spirit’ supposed to…,http://www.oed.com/dictionary/gospel-perdurable_n
HYSTEROPROTERIZE,16,hystero-proterize,verb,a1834,derivative,intransitive. To invert the natural order; to…,http://www.oed.com/dictionary/hystero-proterize_v
MERITORIOUSEQUAL,16,meritorious-equal,adjective,1821,compound,Equal in merit.,http://www.oed.com/dictionary/meritorious-equal_adj
MOISTENEDCHICKEN,16,moistened chicken,noun,1859,compound,A person excessively afraid of incurring any…,http://www.oed.com/dictionary/moistened-chicken_n
MOTIVEMILLWRIGHT,16,motive-millwright,noun,1834,compound,"= motive-grinder, n.",http://www.oed.com/dictionary/motive-millwright_n
NIHILIPARTURIENT,16,nihili-parturient,adjective,1812,borrowing,Producing nothing.,http://www.oed.com/dictionary/nihili-parturient_adj
OYSTERBARRELMUFF,16,oyster-barrel muff,noun,1703,compound,A muff made in the shape of an oyster-barrel.,http://www.oed.com/dictionary/oyster-barrel-muff_n
PARAGRAPHISTICAL,16,paragraphistical,adjective,a1640,derivative,"Probably: = paragraphic, adj.¹ Perhaps…",http://www.oed.com/dictionary/paragraphistical_adj
PARLOURCATTLECAR,16,parlour cattle-car,noun,1881,compound,A railway car for cattle providing more than…,http://www.oed.com/dictionary/parlour-cattle-car_n
PASTTHEMIDDLEAGE,16,past-the-middle-age,adjective,1844,compound,Older than middle-aged.,http://www.oed.com/dictionary/past-the-middle-age_adj
PENANDINKMANSHIP,16,pen-and-inkmanship,noun,1804,derivative,The occupation of writing.,http://www.oed.com/dictionary/pen-and-inkmanship_n
PHILORCHIDACEOUS,16,philorchidaceous,adjective,1884,compound,Fond of or interested in orchids.,http://www.oed.com/dictionary/philorchidaceous_adj
PHILOSOPHERCRAFT,16,philosophercraft,noun,1865,compound,Philosophical skill.,http://www.oed.com/dictionary/philosophercraft_n
QUODLIBETIFICATE,16,quodlibetificate,verb,?1743,compound,transitive. To deal with (a word) quibblingly.,http://www.oed.com/dictionary/quodlibetificate_v
SUPPLEJACKICALLY,16,supplejackically,adverb,1844,derivative,In a manner threatening punishment with a supplejack.,http://www.oed.com/dictionary/supplejackically_adv
TESTAMENTIFEROUS,16,testamentiferous,adjective,1772,borrowing,Bearing the covenant: applied to the Jewish ‘ark…,http://www.oed.com/dictionary/testamentiferous_adj
TRANSTEMPORATION,16,transtemporation,noun,1651,borrowing,"Intermission of time, delay.",http://www.oed.com/dictionary/transtemporation_n
YOUNGERSISTERISH,16,younger-sisterish,adjective,1864,compound,Having the character of a younger sister; spec…,http://www.oed.com/dictionary/younger-sisterish_adj
ATTORNEYUNIVERSAL,17,attorney universal,noun,1637,compound,An attorney general.,http://www.oed.com/dictionary/attorney-universal_n
CARDCONEYCATCHING,17,card coney-catching,noun,1592,compound,"Swindling by cheating at cards, card-sharping…",http://www.oed.com/dictionary/card-coney-catching_n
CHRISTAPOSTATICAL,17,Christ-apostatical,adjective,a1638,compound,That apostatizes from or abandons Christ.,http://www.oed.com/dictionary/christ-apostatical_adj
CROSSQUESTIONABLE,17,cross-questionable,adjective,1877,derivative,Capable of being cross-questioned.,http://www.oed.com/dictionary/cross-questionable_adj
NEEDLEHOUSEWIFERY,17,needle-housewifery,noun,1747,compound,Darning.,http://www.oed.com/dictionary/needle-housewifery_n
PANICHTHYOPHAGOUS,17,panichthyophagous,adjective,1853,compound,That eats fish of all kinds indiscriminately.,http://www.oed.com/dictionary/panichthyophagous_adj
PICTURESQUIESCITY,17,picturesquiescity,noun,1828,derivative,Picturesqueness.,http://www.oed.com/dictionary/picturesquiescity_n
POLYPHLOISBOIOTIC,17,polyphloisboiotic,adjective,1843,borrowing,"= polyphloisboian, adj.",http://www.oed.com/dictionary/polyphloisboiotic_adj
PROPOSITIONALNESS,17,propositionalness,noun,1864,derivative,A propensity for asserting propositions.,http://www.oed.com/dictionary/propositionalness_n
QUOMODOCUNQUIZING,17,quomodocunquizing,adjective,1652,borrowing,That makes money in any possible way.,http://www.oed.com/dictionary/quomodocunquizing_adj
SUBTLESUBTILIZING,17,subtle-subtilizing,noun,1866,compound,An act of making an excessively fine distinction…,http://www.oed.com/dictionary/subtle-subtilizing_n
WETBLANKETIVENESS,17,wet-blanketiveness,noun,1834,derivative,The quality of being a wet blanket (wet blanket…,http://www.oed.com/dictionary/wet-blanketiveness_n
WINDPIPESTRETCHER,17,windpipe-stretcher,noun,1617,compound,A hangman.,http://www.oed.com/dictionary/windpipe-stretcher_n
AUTOPSYCHOGRAPHIZE,18,autopsychographize,verb,c1833,compound,transitive to submit to autopsychography…,http://www.oed.com/dictionary/autopsychographize_v
DISCOMMONWEALTHING,18,discommonwealthing,noun,1647,derivative,An instance of being cut off from the…,http://www.oed.com/dictionary/discommonwealthing_n
HALFCHANNELLEDOVER,18,half channelled over,adjective,1709,compound,"Half drunk; = half-seas-over, adj.",http://www.oed.com/dictionary/half-channelled-over_adj
METEOROSOPHISTICAL,18,meteorosophistical,adjective,1814,borrowing,Ingeniously or elaborately sophistical.,http://www.oed.com/dictionary/meteorosophistical_adj
METROPOLITANEOUSLY,18,metropolitaneously,adverb,1852,derivative,In metropolitan fashion.,http://www.oed.com/dictionary/metropolitaneously_adv
MISPERSUASIBLENESS,18,mispersuasibleness,noun,a1684,derivative,Inability to be persuaded.,http://www.oed.com/dictionary/mispersuasibleness_n
NECRODIALOGISTICAL,18,necrodialogistical,adjective,1715,compound,Consisting of dialogues of the dead.,http://www.oed.com/dictionary/necrodialogistical_adj
POLYSYLLABILINGUAL,18,polysyllabilingual,adjective,1824,compound,Of or relating to polysyllabic languages.,http://www.oed.com/dictionary/polysyllabilingual_adj
SEVENTHHEAVENARIAN,18,seventh-heaven-arian,noun,1857,derivative,A person who is always extremely happy.,http://www.oed.com/dictionary/seventh-heaven-arian_n
LUMPERDEECLUMPERDEE,19,lumperdee clumperdee,adverb,a1556,variant,Used to express clumsy movement.,http://www.oed.com/dictionary/lumperdee-clumperdee_adv
PICTURESQUIFICATION,19,picturesquification,noun,1834,derivative,The act of making something picturesque.,http://www.oed.com/dictionary/picturesquification_n
SEVENMOUNTAINSEATED,19,seven mountain-seated,adjective,1624,compound,(As an epithet of the city of Rome) seated on…,http://www.oed.com/dictionary/seven-mountain-seated_adj
QUARTERMASTERIVENESS,20,quartermasteriveness,noun,1824,derivative,The qualities of a quartermaster.,http://www.oed.com/dictionary/quartermasteriveness_n
STATICOPHYSIOLOGICAL,20,statico-physiological,adjective,1764,compound,Concerned with both statics and physiology in…,http://www.oed.com/dictionary/statico-physiological_adj
PAULOPOSTFUTURATIVELY,21,paulo-post-futuratively,adverb,a1843,derivative,As belonging to the near future.,http://www.oed.com/dictionary/paulo-post-futuratively_adv
PNEUMATICOHEDONISTICS,21,pneumatico-hedonistics,noun,1817,compound,In the writings of Jeremy Bentham: the branch of…,http://www.oed.com/dictionary/pneumatico-hedonistics_n
POLYPHLOISBOIOTATOTIC,21,polyphloisboiotatotic,adjective,1843,variant,That roars most loudly of all or very loudly indeed.,http://www.oed.com/dictionary/polyphloisboiotatotic_adj
PRETERPLUPARENTHETICAL,22,preterpluparenthetical,adjective,1650,compound,Favouring or tending to use parenthesis.,http://www.oed.com/dictionary/preterpluparenthetical_adj
